PUNT_GLOBAL,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,COLE_AREA_UBICACION,COLE_BILINGUE,FAMI_EDUCACIONMADRE
309.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
275.0,Estrato 1,No,No,URBANO,N,Primaria completa
262.0,Estrato 1,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
285.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
289.0,Estrato 1,Si,No,RURAL,N,Primaria incompleta
220.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
193.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
181.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
280.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
293.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
212.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
314.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
192.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
208.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
290.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
246.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
253.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
326.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
307.0,Estrato 4,Si,Si,RURAL,S,Educación profesional completa
273.0,Estrato 2,Si,No,URBANO,N,Primaria completa
264.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
205.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
221.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
217.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
330.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
308.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
209.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
176.0,Estrato 2,Si,No,URBANO,N,Primaria completa
277.0,Estrato 3,Si,No,URBANO,N,No sabe
340.0,Estrato 3,Si,Si,URBANO,S,No sabe
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
227.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
272.0,Estrato 1,Si,No,URBANO,N,Primaria completa
283.0,Estrato 1,No,No,URBANO,N,Primaria completa
251.0,Estrato 2,Si,No,URBANO,N,Postgrado
307.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
252.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
167.0,Estrato 2,Si,No,RURAL,N,Primaria incompleta
355.0,Estrato 4,Si,Si,URBANO,N,Técnica o tecnológica completa
186.0,Estrato 2,Si,Si,URBANO,N,Postgrado
303.0,Estrato 4,Si,Si,RURAL,S,Educación profesional completa
186.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
223.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
167.0,Estrato 2,No,No,URBANO,N,Primaria completa
280.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
291.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
383.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
194.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
323.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
257.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
295.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
250.0,Estrato 2,Si,Si,RURAL,N,Educación profesional incompleta
247.0,Estrato 4,Si,Si,RURAL,N,Técnica o tecnológica incompleta
192.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
217.0,Estrato 2,No,Si,URBANO,N,Educación profesional completa
315.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
222.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
259.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
240.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
209.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
288.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
215.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
305.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
213.0,Estrato 1,No,No,RURAL,N,Primaria completa
249.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
339.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
222.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
220.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
237.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
293.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
278.0,Estrato 2,No,Si,URBANO,N,Primaria completa
189.0,Estrato 4,Si,No,RURAL,N,Educación profesional incompleta
270.0,Estrato 6,Si,Si,URBANO,N,Educación profesional incompleta
292.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
258.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
278.0,Estrato 1,No,Si,URBANO,N,Técnica o tecnológica completa
269.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
262.0,Estrato 1,No,No,URBANO,N,No sabe
233.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
387.0,Estrato 3,Si,Si,URBANO,N,Postgrado
292.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
271.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
322.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
284.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
206.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
218.0,Estrato 1,No,Si,URBANO,N,Primaria completa
273.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
211.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
298.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
222.0,Estrato 1,No,No,RURAL,N,Primaria completa
295.0,Estrato 2,No,Si,RURAL,S,Secundaria (Bachillerato) completa
250.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
276.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
243.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
270.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
375.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
295.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
210.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
295.0,Estrato 5,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
280.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
266.0,Estrato 1,No,No,URBANO,N,Primaria completa
311.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
180.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
259.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
280.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
238.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
273.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
228.0,Estrato 1,No,No,URBANO,N,Primaria completa
272.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
245.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
207.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
333.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
343.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
265.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
218.0,Estrato 2,No,Si,URBANO,N,Primaria completa
217.0,Estrato 1,No,Si,RURAL,N,Primaria completa
222.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
298.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
208.0,Sin Estrato,No,Si,URBANO,N,Primaria completa
255.0,Estrato 1,No,No,URBANO,N,Primaria completa
257.0,Estrato 1,No,No,URBANO,N,Primaria completa
327.0,Estrato 2,No,No,URBANO,N,Primaria completa
253.0,Estrato 2,No,No,URBANO,N,Primaria completa
273.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
317.0,Estrato 3,Si,Si,RURAL,N,Educación profesional incompleta
274.0,Sin Estrato,Si,Si,URBANO,N,Primaria completa
298.0,Estrato 3,Si,Si,RURAL,N,Primaria incompleta
291.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
278.0,Estrato 2,No,No,RURAL,N,Primaria completa
202.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
216.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
312.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
286.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
225.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
268.0,Estrato 2,No,No,URBANO,N,Técnica o tecnológica incompleta
236.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
230.0,Estrato 1,No,No,URBANO,N,Primaria completa
254.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
354.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
369.0,Estrato 4,Si,Si,URBANO,N,Postgrado
247.0,Estrato 3,No,Si,URBANO,N,Educación profesional completa
332.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
290.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
277.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
278.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
251.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
201.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
292.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
220.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
202.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
211.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
318.0,Estrato 3,Si,Si,RURAL,N,Técnica o tecnológica completa
287.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
406.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
165.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
248.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
302.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
259.0,Estrato 2,Si,Si,URBANO,S,Secundaria (Bachillerato) completa
253.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
280.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
303.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
278.0,Estrato 2,No,Si,RURAL,N,Primaria completa
232.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
345.0,Estrato 5,Si,Si,RURAL,N,Postgrado
272.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
228.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
265.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
267.0,Estrato 1,No,No,URBANO,N,Primaria completa
292.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
290.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
233.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
293.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
279.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
240.0,Estrato 1,No,No,URBANO,N,Primaria completa
208.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
267.0,Sin Estrato,Si,Si,URBANO,N,Técnica o tecnológica completa
233.0,Estrato 1,No,Si,RURAL,N,Primaria completa
248.0,Estrato 1,No,No,URBANO,N,Primaria completa
299.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
313.0,Estrato 2,No,No,URBANO,N,Primaria completa
192.0,Estrato 3,Si,Si,RURAL,N,Primaria incompleta
308.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
250.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
183.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
352.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
296.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
270.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
183.0,Estrato 1,No,Si,RURAL,N,Primaria completa
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
235.0,Estrato 4,Si,No,URBANO,N,No sabe
220.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
309.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
250.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
325.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
245.0,Estrato 1,No,No,URBANO,N,Primaria completa
273.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
298.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
245.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
340.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
303.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
239.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
260.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
277.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
153.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
216.0,Estrato 2,Si,No,URBANO,N,No sabe
216.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
217.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
275.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
208.0,Estrato 3,Si,Si,URBANO,N,Postgrado
273.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
313.0,Estrato 3,No,Si,RURAL,N,Secundaria (Bachillerato) completa
230.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
275.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
164.0,Estrato 2,Si,No,RURAL,N,Ninguno
162.0,Estrato 2,Si,No,RURAL,N,Ninguno
207.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
213.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
305.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
237.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
322.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
230.0,Estrato 1,No,No,URBANO,N,Primaria completa
227.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
316.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
280.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
191.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
294.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
284.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 3,Si,Si,RURAL,N,Ninguno
253.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
341.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
199.0,Estrato 1,Si,No,URBANO,N,No sabe
233.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
230.0,Estrato 2,No,Si,URBANO,N,Primaria completa
192.0,Estrato 3,Si,No,RURAL,N,Secundaria (Bachillerato) completa
252.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
329.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
288.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
252.0,Estrato 2,No,Si,URBANO,N,Primaria completa
175.0,Estrato 1,No,No,URBANO,N,Primaria completa
208.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
230.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
246.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
322.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
169.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
188.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
300.0,Estrato 1,No,No,URBANO,N,Primaria completa
180.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
269.0,Estrato 2,No,Si,URBANO,N,Primaria completa
263.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
291.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
232.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
205.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
251.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
216.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
266.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
212.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
175.0,Estrato 2,No,No,URBANO,N,Primaria completa
258.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
223.0,Estrato 1,Si,No,URBANO,N,Primaria completa
312.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
299.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
296.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
349.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
288.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
338.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
329.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
301.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
253.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
227.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
268.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
251.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
195.0,Estrato 2,No,No,URBANO,N,Primaria completa
190.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
313.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
198.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
303.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
220.0,Estrato 4,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
258.0,Estrato 2,No,No,URBANO,N,Primaria completa
293.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
228.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
265.0,Estrato 1,Si,No,URBANO,N,Primaria completa
198.0,Estrato 1,No,Si,URBANO,N,Primaria completa
262.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
239.0,Estrato 1,No,No,URBANO,N,Primaria completa
204.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
269.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
283.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
179.0,Estrato 1,No,No,URBANO,N,No sabe
259.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
172.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
258.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
267.0,Estrato 2,Si,Si,URBANO,N,No Aplica
264.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
238.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
187.0,Estrato 1,No,No,URBANO,N,No sabe
187.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
230.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
371.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
337.0,Estrato 6,Si,Si,RURAL,N,Postgrado
306.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
179.0,Estrato 2,Si,No,URBANO,N,Ninguno
194.0,Estrato 1,No,No,URBANO,N,No sabe
309.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
218.0,Estrato 2,Si,No,URBANO,N,Primaria completa
204.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
351.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
298.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
226.0,Estrato 1,No,No,URBANO,N,Primaria completa
190.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
185.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
237.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
342.0,Estrato 3,Si,Si,RURAL,N,Educación profesional incompleta
252.0,Estrato 1,No,Si,URBANO,N,Primaria completa
227.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
259.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
231.0,Estrato 4,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
177.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
289.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
337.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
240.0,Estrato 1,No,No,URBANO,N,Primaria completa
204.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
138.0,Estrato 4,Si,No,URBANO,N,Primaria completa
192.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
275.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
217.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
257.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
254.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
350.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
289.0,Estrato 2,No,No,URBANO,N,Primaria completa
382.0,Estrato 6,Si,Si,RURAL,N,Postgrado
294.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
301.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
249.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
349.0,Estrato 3,Si,Si,RURAL,N,Postgrado
279.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
320.0,Estrato 5,Si,Si,URBANO,N,Educación profesional completa
257.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
265.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
295.0,Estrato 5,Si,Si,URBANO,N,Educación profesional completa
316.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
182.0,Estrato 2,No,No,RURAL,N,Ninguno
263.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
287.0,Estrato 1,No,No,URBANO,N,Primaria completa
343.0,Estrato 3,No,Si,URBANO,N,Educación profesional incompleta
255.0,Estrato 1,Si,Si,RURAL,N,Primaria incompleta
269.0,Estrato 2,No,No,URBANO,N,Ninguno
318.0,Estrato 4,Si,Si,URBANO,N,Postgrado
232.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
248.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
209.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
234.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
287.0,Estrato 1,No,No,URBANO,N,Ninguno
242.0,Estrato 1,No,No,URBANO,N,Primaria completa
209.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
308.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
158.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
290.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
312.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
175.0,Estrato 2,No,No,URBANO,N,Ninguno
221.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
303.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
296.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
326.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
267.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
263.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
202.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
192.0,Estrato 3,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
269.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) completa
283.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
341.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
190.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
333.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
290.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
321.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
253.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
261.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
287.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
265.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
320.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
219.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
236.0,Estrato 2,No,No,URBANO,N,Primaria completa
244.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
298.0,Estrato 4,Si,Si,RURAL,N,Postgrado
312.0,Estrato 3,Si,Si,URBANO,N,Postgrado
183.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
285.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
207.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
250.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
312.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
311.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
303.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
277.0,Estrato 3,Si,No,URBANO,N,Técnica o tecnológica incompleta
309.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
